group_id,issue_id,report_url,report_date,issue_sentence,canonical_issue,issue_family,similarity_to_group_centroid,rank_in_group
9,iss_0005619,https://www.judiciary.uk/prevention-of-future-death-reports/jeanine-huggins-prevention-of-future-deaths-report/,2024-01-26,Nursing staff failed to implement hourly observations following a raised NEWS score.,Failure to implement required clinical observations following an increased NEWS score.,Clinical monitoring failure,0.949237585067749,6
9,iss_0007228,https://www.judiciary.uk/prevention-of-future-death-reports/raquel-harper-prevention-of-future-deaths-report/,2023-06-13,Nursing staff failed to escalate monitoring following a NEWS score of 10.,Failure to escalate clinical monitoring following an increased NEWS score.,Clinical escalation failure,0.9492245316505432,7
9,iss_0012680,https://www.judiciary.uk/prevention-of-future-death-reports/frances-gibb/,2019-12-10,There are serious and recurring failings in the use of the National Early Warning Score.,Recurring failures in the application of the National Early Warning Score.,Clinical monitoring failure,0.9487826228141785,8
9,iss_0020486,https://www.judiciary.uk/prevention-of-future-death-reports/jayne-jowett/,2015-05-01,No hospital assessment was organised following rising National Early Warning Scores.,Failure to organise hospital assessment following increased National Early Warning Scores.,Clinical monitoring failure,0.9478015899658203,9
9,iss_0021317,https://www.judiciary.uk/prevention-of-future-death-reports/peter-dorney/,2014-11-17,Staff failed to escalate clinical concerns following an increased EWS score.,Failure to escalate clinical concerns following increased early warning scores.,Clinical escalation failure,0.9470779895782471,10
9,iss_0018569,https://www.judiciary.uk/prevention-of-future-death-reports/dominic-smith/,2016-06-30,Early warning scores were miscalculated and not acted upon.,Failure to correctly calculate and respond to early warning scores.,Clinical monitoring failure,0.9465884566307068,11
9,iss_0014581,https://www.judiciary.uk/prevention-of-future-death-reports/william-atherton/,2018-12-21,Inconsistent scoring of early warning scores across different departments prevents necessary treatment escalation.,Inconsistent application of early warning scores prevents timely clinical escalation.,Clinical process inconsistency,0.9434124231338501,12
10,iss_0021322,https://www.judiciary.uk/prevention-of-future-death-reports/elsie-mallalieu/,2014-11-17,Medical and nursing records were inadequate and failed to document basic care.,Inadequate documentation of medical and nursing care.,Clinical documentation failure,0.9579058885574341,1
10,iss_0000412,https://www.judiciary.uk/prevention-of-future-death-reports/ronald-nelson-prevention-of-future-deaths-report/,2026-01-15,There were significant gaps in the resident's care home records.,Incomplete documentation of resident care records.,Record keeping error,0.9517307281494141,2
10,iss_0015782,https://www.judiciary.uk/prevention-of-future-death-reports/joan-osborne/,2018-03-26,Nursing home records were inadequately completed.,Incomplete documentation of nursing home records.,Inadequate record keeping,0.9459363222122192,3
10,iss_0014713,https://www.judiciary.uk/prevention-of-future-death-reports/john-lea/,2018-11-28,There were significant gaps in clinical documentation and record keeping.,Incomplete clinical documentation and record keeping.,Documentation deficiency,0.9438832998275757,4
10,iss_0022735,https://www.judiciary.uk/prevention-of-future-death-reports/herta-woods/,2014-02-26,Nursing notes and documentation in the Acute Medical Unit were missing or blank.,Nursing documentation and notes are missing or incomplete.,Incomplete clinical documentation,0.93827223777771,5
10,iss_0017799,https://www.judiciary.uk/prevention-of-future-death-reports/david-cooper/,2016-12-21,Nursing notes and records were inaccurate and incomplete.,Nursing documentation is inaccurate and incomplete.,Documentation inaccuracy,0.9335732460021973,6
10,iss_0000256,https://www.judiciary.uk/prevention-of-future-death-reports/mansoor-zaman-prevention-of-future-deaths-report/,2026-02-06,Nursing staff failed to adequately document observations and care decisions.,Inadequate documentation of clinical observations and care decisions.,Clinical documentation failure,0.9303732514381409,7
10,iss_0001072,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-stirling-prevention-of-future-deaths-report/,2025-10-09,Care home documentation standards and record gaps remain an ongoing issue despite auditing.,Inconsistent documentation standards and incomplete records in care homes.,Record keeping failures,0.9269753694534302,8
10,iss_0019793,https://www.judiciary.uk/prevention-of-future-death-reports/patrick-carrick/,2015-10-09,Nursing and medical notes were incompletely recorded.,Incomplete recording of nursing and medical notes.,Documentation inaccuracy,0.9256702661514282,9
10,iss_0014083,https://www.judiciary.uk/prevention-of-future-death-reports/brian-havard/,2019-03-22,Hospital record keeping was poor and lacked sufficient documentation.,Inadequate documentation and poor record keeping in a hospital setting.,Inadequate documentation,0.9250150918960571,10
10,iss_0019765,https://www.judiciary.uk/prevention-of-future-death-reports/william-tolen/,2015-10-15,The quality of record keeping and note recording at the care home was unsatisfactory.,Inadequate record keeping and documentation within the care home.,Documentation standards,0.9211392998695374,11
10,iss_0012743,https://www.judiciary.uk/prevention-of-future-death-reports/sidney-baker/,2019-12-02,The general quality of record keeping at the care home was poor.,Poor quality of record keeping within the care home.,Inadequate record keeping,0.9205429553985596,12
11,iss_0009306,https://www.judiciary.uk/prevention-of-future-death-reports/hayley-smith-prevention-of-future-deaths-report/,2022-03-28,Disparate clinical record systems prevented healthcare providers from accessing crucial patient information.,Incompatible clinical record systems prevent access to essential patient information.,Data interoperability,0.9537012577056885,1
11,iss_0002417,https://www.judiciary.uk/prevention-of-future-death-reports/william-grieve-prevention-of-future-deaths-report/,2025-03-19,The lack of interoperability between IAPTUS and Lorenzo prevented shared access to electronic patient notes.,Lack of interoperability between systems prevents shared access to electronic patient records.,System interoperability failure,0.951017439365387,2
11,iss_0002374,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-tizard-varcoe-prevention-of-future-deaths-report/,2025-03-31,Separate hospital trusts were unable to access each other's medical records.,Inability to share medical records between different hospital trusts.,Data interoperability,0.9426587820053101,3
11,iss_0002819,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-heys-prevention-of-future-deaths-report/,2025-01-24,Health professionals are unable to access patient health records held by other providers.,Lack of interoperability between healthcare provider patient record systems.,Data interoperability,0.9368860125541687,4
11,iss_0004711,https://www.judiciary.uk/prevention-of-future-death-reports/lily-jahany-prevention-of-future-deaths-report/,2024-05-17,The absence of a national single electronic patient record prevents the sharing of vital medical information.,Lack of a unified electronic health record prevents medical information sharing.,Data interoperability,0.9367438554763794,5
11,iss_0009149,https://www.judiciary.uk/prevention-of-future-death-reports/kate-hedges-prevention-of-future-deaths-report/,2022-05-03,Incompatible computerised record-keeping systems between psychological therapy and acute mental health services prevent access to all relevant patient information.,Incompatible electronic record systems prevent access to complete patient information.,Data interoperability failure,0.9355987906455994,6
11,iss_0008606,https://www.judiciary.uk/prevention-of-future-death-reports/philip-jones-prevention-of-future-deaths-report/,2022-08-17,Incompatible IT systems between hospitals hinder effective communication and information sharing between clinicians.,Incompatible IT systems prevent effective information sharing between healthcare providers.,System Interoperability,0.9329876899719238,7
11,iss_0008261,https://www.judiciary.uk/prevention-of-future-death-reports/philip-day-prevention-of-future-deaths-report/,2022-11-04,Incompatible IT systems prevent the effective sharing of vital patient information between community and hospital clinicians.,Incompatible IT systems prevent effective sharing of vital patient information.,Interoperability failure,0.932985782623291,8
11,iss_0017063,https://www.judiciary.uk/prevention-of-future-death-reports/lily-townsend/,2017-06-15,Failure to access patient information across different systems.,Inability to access patient information across disparate systems.,Interoperability failure,0.9320549964904785,9
11,iss_0011600,https://www.judiciary.uk/prevention-of-future-death-reports/ann-schuetz/,2020-11-24,Primary and secondary care electronic systems lack the ability to share information.,Inability to share information between primary and secondary care electronic systems.,Interoperability failure,0.9317514896392822,10
11,iss_0002901,https://www.judiciary.uk/prevention-of-future-death-reports/tammy-milward-prevention-of-future-deaths-report/,2025-01-15,Incompatible electronic record systems prevented GP and mental health services from sharing vital patient information.,Incompatible electronic record systems prevent inter-service sharing of patient information.,Data interoperability failure,0.9313188791275024,11
11,iss_0004264,https://www.judiciary.uk/prevention-of-future-death-reports/david-almond-prevention-of-future-deaths-report/,2024-07-17,"The NHS lacks interoperability between differing IT systems, hindering effective and timely patient care.",Lack of interoperability between IT systems hinders patient care.,System interoperability,0.9312583208084106,12
12,iss_0006261,https://www.judiciary.uk/prevention-of-future-death-reports/gina-bywater-prevention-of-future-deaths-report/,2023-11-07,Ambulance response delays are falling far short of the target attendance times set by the East of England Ambulance Service.,Ambulance response times fail to meet established service targets.,Service delivery failure,0.9670491218566895,1
